"firstname","lastname","university","university_shortname","university_city","function","organization","organization_sector"
"Leonid","Rivkin","ETH Lausanne","EPF","Lausanne","Interim Chair of the International Collaboration Board of the Future Circular Collider (FCC) study","CERN, Genève","Education & research"
"Leonid","Rivkin","ETH Lausanne","EPF","Lausanne","IRFU Scientific Council, CEA","Irfu, CEA, Gif sur Yvette, France","Education & research"
"Leonid","Rivkin","ETH Lausanne","EPF","Lausanne","MAX IV Machine Advisory Committee","MAXIV Laboratory, Lund, Sweden","Education & research"
"Leonid","Rivkin","ETH Lausanne","EPF","Lausanne","Scientific Committee, Frascati INFN National Laboratories","INFN, Italie","Education & research"
"Thomas","Rizzo","ETH Lausanne","EPF","Lausanne","Panel Chair for ERC PE4 panel","ERC, Brussels","Education & research"
"Vito","Roberto","Uni St. Gallen","USG","Saint Gallen","Konsulent","Baker & McKenzie","Consulting, public relations, legal & trust"
"Vito","Roberto","Uni St. Gallen","USG","Saint Gallen","Stiftungsrat","HSG Stiftung","Education & research"
"Vito","Roberto","Uni St. Gallen","USG","Saint Gallen","Verwaltungsratspräsident","Precious Capital AG","Financial industry & insurances"
"Johan Olof Anders","Robertsson","ETH Zürich","ETH","Zurich","Geschäftsführer","Robertsson Industrial Geoscience Innovation GmbH","Industry, construction & agriculture"
"Ivan","Rodriguez","Uni Genf","UGE","Geneva","Membre du comité","Gensuisse","Society, Social, Culture & Sports"
"Ivan","Rodriguez","Uni Genf","UGE","Geneva","Membre du comité","Wright Foundation","Society, Social, Culture & Sports"
"Peter","Rohner","Uni St. Gallen","USG","Saint Gallen","«Pate» für Jungunternehmer","Startnetzwerk Thurgau","Commerce, trade & services"
"Peter","Rohner","Uni St. Gallen","USG","Saint Gallen","Mitglied des Investment Committee","IST Funds Swiss Healthcare Loans","Financial industry & insurances"
"Peter","Rohner","Uni St. Gallen","USG","Saint Gallen","Stiftungsrat","International School Schaffhausen ISSH","Education & research"
"Peter","Rohner","Uni St. Gallen","USG","Saint Gallen","Verwaltungsratspräsident","BEG & Partners AG","Consulting, public relations, legal & trust"
"Peter","Rohner","Uni St. Gallen","USG","Saint Gallen","Verwaltungsratspräsident","BEG Business Engineering Group AG","Consulting, public relations, legal & trust"
"Peter","Rohner","Uni St. Gallen","USG","Saint Gallen","Verwaltungsratspräsident","BEG Management AG","Consulting, public relations, legal & trust"
"Peter","Rohner","Uni St. Gallen","USG","Saint Gallen","Vorstand","IHK Industrie- und Handelskammer Thurgau","Commerce, trade & services"
"Stephan","Rohr","Uni Bern","UBE","Bern","NA","Dr. Josef Steiner Cancer Research Foundation, Präsident","Pharma & health"
"Pascal","Roman","Uni Lausanne","ULA","Lausanne","Mandat","CHUV","Pharma & health"
"Ursula","Röthlisberger","ETH Lausanne","EPF","Lausanne","Associate Editor, American Chemical Society Journal Journal of Chemical Theory and Computation","American Chemical Society, Washington, USA","Education & research"
"Ursula","Röthlisberger","ETH Lausanne","EPF","Lausanne","Head of the sub panel Life Sciences of the PRACE Access Committee","PRACE AISBL, Brussels, Belgium","Education & research"
"Ursula","Röthlisberger","ETH Lausanne","EPF","Lausanne","Member of the Board","Chemical Physics Letters - Elsevier","Media & communication"
"Ursula","Röthlisberger","ETH Lausanne","EPF","Lausanne","Member of the Editorial Board","Journal of Physics D: Applied Physics, UK","Media & communication"
"Ursula","Röthlisberger","ETH Lausanne","EPF","Lausanne","Member of the Scientific Advisory Committee as part of the selection of CECAM workshop annual program","Centre Européen de Calcul Atomique et Moléculaire (CECAM), Lausanne, CH","Education & research"
"Ursula","Röthlisberger","ETH Lausanne","EPF","Lausanne","Panel member for the ERC Starting grant 2014 PE4","European Research Council, Brussels, Belgium","Education & research"
"Philipp","Rudolf von Rohr","ETH Zürich","ETH","Zurich","Stiftungsrat","André und Hedy Knoll-Spring Stiftung","Education & research"
"Thomas","Rudolph","Uni St. Gallen","USG","Saint Gallen","Verwaltungsrat","McOptik","Commerce, trade & services"
"Thomas","Rudolph","Uni St. Gallen","USG","Saint Gallen","Verwaltungsrat","Migros","Commerce, trade & services"
"Thomas","Rudolph","Uni St. Gallen","USG","Saint Gallen","Verwaltungsrat","Otto's","Commerce, trade & services"
"Curzio","Rüegg","Uni Freiburg","UFR","Fribourg","Mitglied der Wissenschaftlichen Kommission","Krebsliga Schweiz","Pharma & health"
"Johannes","Rüegg-Stürm","Uni St. Gallen","USG","Saint Gallen","Verwaltungsratspräsident","Raiffeisen Schweiz","Financial industry & insurances"
"Alfred","Rufer","ETH Lausanne","EPF","Lausanne","Conseil scientifique","Enairys PSE, Lausanne","Energy, environment & mobility"
"Alfred","Rufer","ETH Lausanne","EPF","Lausanne","Conseil scientifique","Imperix SA, Sion","Energy, environment & mobility"
"Alfred","Rufer","ETH Lausanne","EPF","Lausanne","Expertise","AERES, Paris","Education & research"
"Alfred","Rufer","ETH Lausanne","EPF","Lausanne","Expertise","ANR, Paris","Education & research"
"Alfred","Rufer","ETH Lausanne","EPF","Lausanne","Expertise","Ministère de la Recherche, Paris","Education & research"
"Alfred","Rufer","ETH Lausanne","EPF","Lausanne","Membre du Comité Electrosuisse","Electrosuisse","Commerce, trade & services"
"Flemming","Ruud","Uni St. Gallen","USG","Saint Gallen","Professor","Norwegian Business School","Education & research"
"Peter","Ryser","ETH Lausanne","EPF","Lausanne","Administrateur vice-président","Sensile Technologies SA, Morges","Industry, construction & agriculture"
"Peter","Ryser","ETH Lausanne","EPF","Lausanne","associé gérant président (dès le 03.11.2014)","Sinartis Sàrl, Le Mont-sur-Lausanne","Technology"
"Peter","Ryser","ETH Lausanne","EPF","Lausanne","Gérant entreprise personnel","Rycons GmbH, Stäfa","Consulting, public relations, legal & trust"
"Peter","Ryser","ETH Lausanne","EPF","Lausanne","Membre de la commission de la formation et de la recherche","Economiesuisse, Zürich","Commerce, trade & services"
"Peter","Ryser","ETH Lausanne","EPF","Lausanne","Non-executive director","Cranes Sofrwares International Limited, India","Technology"
"Martin O.","Saar","ETH Zürich","ETH","Zurich","Geschäftsführer","Geofluidics LLC","Industry, construction & agriculture"
"Ian","Sanders","Uni Lausanne","ULA","Lausanne","Mandat","Schweizerischer Nationalfonds (SNF)","Education & research"
"Maria del Carmen","Sandi Perez","ETH Lausanne","EPF","Lausanne","Associate Editor, Frontiers in Behavioral Neuroscience","Frontiers, EPFL Innovation Park, Lausanne","Education & research"
"Maria del Carmen","Sandi Perez","ETH Lausanne","EPF","Lausanne","Consulting","Amazentis, Ecublens","Technology"
"Maria del Carmen","Sandi Perez","ETH Lausanne","EPF","Lausanne","Review Editor","eNeuro, Society for Neuroscience, USA","Education & research"
"Maria del Carmen","Sandi Perez","ETH Lausanne","EPF","Lausanne","Scientific Advisory Board Member","LabEx Brain, Université de Bordeaux, France","Education & research"
"Maria del Carmen","Sandi Perez","ETH Lausanne","EPF","Lausanne","Scientific Advisory Board Member","Leibniz Institute for Neurobiology, LIN, Magdeburg, Germany","Education & research"
"Jean-Louis","Scartezzini","ETH Lausanne","EPF","Lausanne","EIRP Projects Evaluation Panel","BCA, Singapore","Not classifiable"
"Jean-Louis","Scartezzini","ETH Lausanne","EPF","Lausanne","IPCC Working group III (mitigation)","PROCLIM/SCNAT, Berne","Energy, environment & mobility"
"Jean-Louis","Scartezzini","ETH Lausanne","EPF","Lausanne","VELUX Foundation Workshop","VELUX Stiftung, Zurich","Education & research"
"Dirk","Schäfer","Uni St. Gallen","USG","Saint Gallen","Partner","Detecon (Schweiz) AG","Consulting, public relations, legal & trust"
"Dirk","Schäfer","Uni St. Gallen","USG","Saint Gallen","Unternehmensberater","Selbständig","Not classifiable"
"Kuno","Schedler","Uni St. Gallen","USG","Saint Gallen","Präsident","Compass Alters- und Pflegeverein","Pharma & health"
"Kuno","Schedler","Uni St. Gallen","USG","Saint Gallen","Stiftungsrat","Schweizer Paraplegiker Stiftung","Pharma & health"
"Kuno","Schedler","Uni St. Gallen","USG","Saint Gallen","Verwaltungsratspräsident","Schweizer Paraplegiker Forschung","Pharma & health"
"Markus","Schefer","Uni Basel","UBA","Basel","Mitglied des Kontrollorgans über den Staatsschutz","Kanton Basel-Stadt","Politics, administration, justice system & security sector"
"Frank","Scheffold","Uni Freiburg","UFR","Fribourg","Verwaltungsratspräsident","LS Instruments AG","Industry, construction & agriculture"
"Laurent","Schild","Uni Lausanne","ULA","Lausanne","Mandat","Swissmedic","Pharma & health"
"Benjamin","Schindler","Uni St. Gallen","USG","Saint Gallen","Ersatzmitglied der Rekurskommission","Evangelisch-reformierte Landeskirche beider Appenzell","Society, Social, Culture & Sports"
"Benjamin","Schindler","Uni St. Gallen","USG","Saint Gallen","Ersatzrichter","Staatsgerichtshof, Fürstentum Liechtenstein","Politics, administration, justice system & security sector"
"Benjamin","Schindler","Uni St. Gallen","USG","Saint Gallen","Mitglied des Kuratoriums des Universitätspfarramts","Evangelisch-reformierte Kirche des Kantons St. Gallen","Society, Social, Culture & Sports"
"Benjamin","Schindler","Uni St. Gallen","USG","Saint Gallen","Mitglied Kommission für Planung und Gemeindeentwicklung","Gemeinde Speicher AR","Politics, administration, justice system & security sector"
"Benjamin","Schindler","Uni St. Gallen","USG","Saint Gallen","Offizier Recht und Konventionen","Schweizerische Armee, Armeestab","Politics, administration, justice system & security sector"
"Benjamin","Schindler","Uni St. Gallen","USG","Saint Gallen","Vierzehner","Zunft zur Meisen (Zürich)","Commerce, trade & services"
"Benjamin","Schindler","Uni St. Gallen","USG","Saint Gallen","Vizepräsident des Stiftungsrats","Peter Häberle-Stiftung an der Universität St. Gallen","Education & research"
"Benjamin","Schindler","Uni St. Gallen","USG","Saint Gallen","Vorstandsmitglied","Schweizerischer Juristenverein","Commerce, trade & services"
"Benjamin","Schindler","Uni St. Gallen","USG","Saint Gallen","Vorstandsmitglied","St. Galler Juristenverein","Commerce, trade & services"
"Anton","Schleiss","ETH Lausanne","EPF","Lausanne","Beratung, vidange de fonds - surélévation du barrage Cambambe, Angola","Stucky SA, Renens","Commerce, trade & services"
"Anton","Schleiss","ETH Lausanne","EPF","Lausanne","Beratung, Wasserkraftwerk Chippis VS","FMV SA, Sion","Energy, environment & mobility"
"Anton","Schleiss","ETH Lausanne","EPF","Lausanne","Expertise Druckstollen, Xe-Pian Xe-Namnoy, Laos","SK Engineering & Constructions, South Korea","Commerce, trade & services"
"Anton","Schleiss","ETH Lausanne","EPF","Lausanne","Panel of experts, Haraz Dam & HPP","Mahab Ghoods, Theran, Iran","Consulting, public relations, legal & trust"
"Anton","Schleiss","ETH Lausanne","EPF","Lausanne","Prüfung Bauvorhaben Linth 2015","Basler & Hofmann, Esslingen","Commerce, trade & services"
"Anton","Schleiss","ETH Lausanne","EPF","Lausanne","Schiedsgericht Nant de Dranse","Nant de Dranse SA, Martigny","Commerce, trade & services"
"Fritz","Schlunegger","Uni Bern","UBE","Bern","NA","Bretscher Stiftung","Education & research"
"Arno","Schlüter","ETH Zürich","ETH","Zurich","Mitglied des Nachhaltigkeitsbeirats","Herzog Kull Group","Consulting, public relations, legal & trust"
"Arno","Schlüter","ETH Zürich","ETH","Zurich","VR-Mandat","keoto AG","Industry, construction & agriculture"
"Hato","Schmeiser","Uni St. Gallen","USG","Saint Gallen","Beratungstätigkeiten für Mitglieder","I.VW-Forschungskreis","Education & research"
"Hato","Schmeiser","Uni St. Gallen","USG","Saint Gallen","Präsident","European Group of Risk and Insurance Economist EGRIE","Education & research"
"Matthias","Schmidt","Uni Basel","UBA","Basel","Mitglied des Stiftungsrates","Ernst Krenek Privatstiftung, Krems, Österreich","Society, Social, Culture & Sports"
"Peter","Schneemann","Uni Bern","UBE","Bern","NA","CIHA","Not classifiable"
"Peter","Schneemann","Uni Bern","UBE","Bern","NA","Kiefer Hablitzel Stiftung","Society, Social, Culture & Sports"
"Olivier","Schneider","ETH Lausanne","EPF","Lausanne","Administrateur","Coopérative St-Thomas, Lausanne","Society, Social, Culture & Sports"
"Olivier","Schneider","ETH Lausanne","EPF","Lausanne","Membre du conseil du CERN","SEFRI, CERN, Genève","Education & research"
"Olivier","Schneider","ETH Lausanne","EPF","Lausanne","Président de l'association CHIPP","Swiss Institute of Particle Physics (CHIPP)","Education & research"
"Olivier","Schneider","ETH Lausanne","EPF","Lausanne","Vice-président du Conseil paroissial, Ecublens-St.Sulpice","EERV, paroisse d'Ecublens-St.Sulpice, Ecublens","Society, Social, Culture & Sports"
"Tobias","Schneider","ETH Lausanne","EPF","Lausanne","Phase-out of independent Max-Planck Research Group until 12/2014","MPIDS, Germany","Education & research"
"André","Schneider","Uni Neuenburg","UNE","Neuchâtel","NA","Universität Bern, Forschungsstiftung","Education & research"
"Paul","Schönsleben","ETH Zürich","ETH","Zurich","VR-Präsidium","Bioforce AG","Pharma & health"
"Paul","Schönsleben","ETH Zürich","ETH","Zurich","VR-Präsidium","Sanalpin AG","Pharma & health"
"Renate","Schubert","ETH Zürich","ETH","Zurich","Stiftungsrat","Kinderbetreuung im Hochschulraum Zürich (kihz)","Society, Social, Culture & Sports"
"Rainer","Schulin","ETH Zürich","ETH","Zurich","Präsident","Stiftung Geobotanisches Forschungsinstitut Rübel","Education & research"
"Reinhard","Schulze","Uni Bern","UBE","Bern","NA","Mitglied Hochschulrat Leipzig","Education & research"
"Torsten","Schwede","Uni Basel","UBA","Basel","Mitglied des Board of Directors","SIB Swiss Institute of Bioinformatics, Lausanne","Education & research"
"Ingeborg","Schwenzer","Uni Basel","UBA","Basel","Präsidentin des Stiftungsrates","Stiftung Swiss International Law School, Basel","Education & research"
"Karen","Scrivener","ETH Lausanne","EPF","Lausanne","Consultant on durability","Kerneos, France","Industry, construction & agriculture"
"Karen","Scrivener","ETH Lausanne","EPF","Lausanne","Consultant to innovation committee","Holcim, CH","Industry, construction & agriculture"
"Karen","Scrivener","ETH Lausanne","EPF","Lausanne","Editor in chief, Cement and Concrete Research","Elsevier, UK","Education & research"
"Ralf","Seifert","ETH Lausanne","EPF","Lausanne","Professorship at IMD, 50% work contract","IMD, Lausanne","Education & research"
"Nava","Setter","ETH Lausanne","EPF","Lausanne","President of the foundation","Talent Foundation, Saint-Sulpice","Education & research"
"Kay","Severin","ETH Lausanne","EPF","Lausanne","Scientific expert for patent firm","Patentanwalt Ter Meer Steinmeister & Partner","Consulting, public relations, legal & trust"
"Mohammad Amin","Shokrollahi","ETH Lausanne","EPF","Lausanne","CEO (on leave from EPFL)","Kandou Bus, Lausanne","Industry, construction & agriculture"
"Roland Yves","Siegwart","ETH Zürich","ETH","Zurich","Stiftungsrat","BlueLion Stiftung","Technology"
"Roland Yves","Siegwart","ETH Zürich","ETH","Zurich","VR-Mandat","ALSTOM Inspection Robotics AG","Industry, construction & agriculture"
"Roland Yves","Siegwart","ETH Zürich","ETH","Zurich","VR-Mandat","EVATEC Holding und EVATEC AG","Financial industry & insurances"
"Roland Yves","Siegwart","ETH Zürich","ETH","Zurich","VR-Mandat","Komax Holding AG","Industry, construction & agriculture"
"Joseph","Sifakis","ETH Lausanne","EPF","Lausanne","Consulting","CEA/DRT, Grenoble, France","Education & research"
"Joseph","Sifakis","ETH Lausanne","EPF","Lausanne","Consulting ","Crossing Tech, EPFL - Innovation Park","Education & research"
"Hans-Uwe","Simon","Uni Bern","UBE","Bern","NA","Fondation pour la recherche Lausanne","Education & research"
"Hans-Uwe","Simon","Uni Bern","UBE","Bern","NA","Novartis, Forschungsstiftung","Pharma & health"
"Hans-Uwe","Simon","Uni Bern","UBE","Bern","NA","Universität Bern, Forschungsstiftung","Education & research"
"Stanislav","Smirnov","Uni Genf","UGE","Geneva","Direction scientifique","Centre de mathématiques, Université d'Etat de Saint Petersburg","Pharma & health"
"Stanislav","Smirnov","Uni Genf","UGE","Geneva","Direction scientifique","Institut des Sciences et Technologies, Skolkovo","Pharma & health"
"Berend","Smit","ETH Lausanne","EPF","Lausanne","Editor","Frontiers Publishers, Lausanne","Media & communication"
"Berend","Smit","ETH Lausanne","EPF","Lausanne","Teaching and Research","University of California, Berkeley","Education & research"
"Ian","Smith","ETH Lausanne","EPF","Lausanne","Adjunct Professor/Prof. Titulaire (teaching)","Carnegie Mellow University, USA","Education & research"
"Paul","Söderlind","Uni St. Gallen","USG","Saint Gallen","Forschungsrat Abteilung 1","Schweizer Nationalfonds SNF","Education & research"
"Nils","Soguel","Uni Lausanne","ULA","Lausanne","President","SRS-CSPCP","Energy, environment & mobility"
"Fabien","Sorin","ETH Lausanne","EPF","Lausanne","Expert externe pour 3 projets de recherche","Swedish Foundation for Strategic Research, Sweden","Education & research"
"Fabien","Sorin","ETH Lausanne","EPF","Lausanne","Membre du conseil scientifique du Laboratoire d'excellence SEAM (non rémunéré) ","SEAM, France ","Society, Social, Culture & Sports"
"Didier","Sornette","ETH Zürich","ETH","Zurich","Vorsitzender der Geschäftsführung","Sentiment Studies GmbH","Education & research"
"David","Spreng","Uni Bern","UBE","Bern","NA","Jakob Spreng AG","Financial industry & insurances"
"Laurent","Stalder","ETH Zürich","ETH","Zurich","Stiftungsrat","Stiftung Bibliothek Werner Oechslin","Society, Social, Culture & Sports"
"Leo","Staub","Uni St. Gallen","USG","Saint Gallen","Mitglied Aufsichtsrat","Farby KABE Polska GmbH","Industry, construction & agriculture"
"Leo","Staub","Uni St. Gallen","USG","Saint Gallen","Mitglied Verwaltungsrat","ALID AG","Financial industry & insurances"
"Leo","Staub","Uni St. Gallen","USG","Saint Gallen","Mitglied Verwaltungsrat","Karl Bubenhofer AG","Industry, construction & agriculture"
"Leo","Staub","Uni St. Gallen","USG","Saint Gallen","Präsident des Verwaltungsrates","CRS Holding AGn","Financial industry & insurances"
"Leo","Staub","Uni St. Gallen","USG","Saint Gallen","Präsident Verwaltungsrat","Genossenschaft Migros Ostschweiz","Commerce, trade & services"
"Leo","Staub","Uni St. Gallen","USG","Saint Gallen","Präsident Verwaltungsrat","Selectchemie AG","Technology"
"Aldo","Steinfeld","ETH Zürich","ETH","Zurich","VR-Mandat","dsolar Ltd.","Energy, environment & mobility"
"Aldo","Steinfeld","ETH Zürich","ETH","Zurich","VR-Mandat","Sunbiotec AG (Solar Biofuel technology)","Energy, environment & mobility"
"Daniel","Steingruber","Uni St. Gallen","USG","Saint Gallen","Fachlehrer für Wirtschaft & Recht","Kantonsschule am Brühl in St.Gallen","Education & research"
"Hubert","Steinke","Uni Bern","UBE","Bern","NA","Albrecht-von-Haller-Stiftung der Burgergemeinde Bern","Education & research"
"Hubert","Steinke","Uni Bern","UBE","Bern","NA","Fondation Gustave Dubois","Education & research"
"Hubert","Steinke","Uni Bern","UBE","Bern","NA","Guggenheim-Stiftung für Geschichte der Medizin","Education & research"
"Hubert","Steinke","Uni Bern","UBE","Bern","NA","Paul- und Johanna Röthlisberger-Schmid-Stiftung","Education & research"
"Hubert","Steinke","Uni Bern","UBE","Bern","NA","Psychiatrie-Museum Bern","Society, Social, Culture & Sports"
"Hubert","Steinke","Uni Bern","UBE","Bern","NA","Stiftung Dr. Ed. Müller, Beromünster","Society, Social, Culture & Sports"
"Francesco","Stellacci","ETH Lausanne","EPF","Lausanne","Co-editor in Chief, Nanoscale","Royal Chemistry Society, UK","Education & research"
"Francesco","Stellacci","ETH Lausanne","EPF","Lausanne","Editorial Board Member, Nature Communications","Nature Publishing Group, London, UD","Media & communication"
"Francesco","Stellacci","ETH Lausanne","EPF","Lausanne","Head, Scientific Advisory Board","Midatech, UK","Pharma & health"
"Francesco","Stellacci","ETH Lausanne","EPF","Lausanne","Invited Member, Scientific Advisory Board","Constellium, France","Industry, construction & agriculture"
"Francesco","Stellacci","ETH Lausanne","EPF","Lausanne","Legal consultant","Foley Hoag, Boston, USA","Consulting, public relations, legal & trust"
"Francesco","Stellacci","ETH Lausanne","EPF","Lausanne","Member of the Scientific Advisory Board","Centro Europeo di Nanomedicina, Milano","Education & research"
"Francesco","Stellacci","ETH Lausanne","EPF","Lausanne","Scientific advisor","Istituto Besta/Centro di Nanomedicina, Milano, Italy","Education & research"
"Gunter","Stephan","Uni Bern","UBE","Bern","NA","phw bern","Education & research"
"Nikolaos","Stergiopulos","ETH Lausanne","EPF","Lausanne","Administrateur et director ad interim","Rheon Medical SA, Préverenges","Pharma & health"
"Nikolaos","Stergiopulos","ETH Lausanne","EPF","Lausanne","CSO et administrateur","Antlia SA, Lausanne","Pharma & health"
"Thomas","Stocker","Uni Bern","UBE","Bern","NA","Johanna Dürmüller-Bol Stiftung","Society, Social, Culture & Sports"
"Thomas","Stocker","Uni Bern","UBE","Bern","NA","Nachhaltigkeitsbeirat Swisscanto","Energy, environment & mobility"
"Werner","Strik","Uni Bern","UBE","Bern","NA","Psychiatriemuseum Bern","Society, Social, Culture & Sports"
"Anthony","Strittmatter","Uni St. Gallen","USG","Saint Gallen","Affiliated","Albert-Ludwigs-University","Education & research"
"Frank","Stüber","Uni Bern","UBE","Bern","NA","Stiftung für die Forschung in Anästhesie und Intensivmedizin","Education & research"
"Sabine","Süsstrunk","ETH Lausanne","EPF","Lausanne","Start-up advisor to Kokko Inc.","Kokko Inc, USA","Technology"
"David","Suter","ETH Lausanne","EPF","Lausanne","Evaluation de projets de recherche","Agence Nationale de la Recherche (ANR), Paris","Education & research"
"Michèle F.","Sutter-Rüdisser","Uni St. Gallen","USG","Saint Gallen","Mitglied des Universitätsrats","Universität Liechtenstein","Education & research"
"Michèle F.","Sutter-Rüdisser","Uni St. Gallen","USG","Saint Gallen","Mitglied des Verwaltungsrats","thurmed AG / Spital Thurgau","Pharma & health"
"Melody","Swartz","ETH Lausanne","EPF","Lausanne","Consultant","Merck, DE","Pharma & health"
"Melody","Swartz","ETH Lausanne","EPF","Lausanne","Founder & Shareholder","Anokion, Ecublens, CH","Pharma & health"
"Melody","Swartz","ETH Lausanne","EPF","Lausanne","Founder & Shareholder","Lanta Bio, Préverenges, CH","Technology"
"Melody","Swartz","ETH Lausanne","EPF","Lausanne","Founder & Shareholder","Lumberjack, USA","Not classifiable"
"Melody","Swartz","ETH Lausanne","EPF","Lausanne","Founder & Shareholder","Lumberjill, Basel, CH","Not classifiable"
"Melody","Swartz","ETH Lausanne","EPF","Lausanne","Shareholder","Morphogene, Preverenges, CH","Pharma & health"
"Gábor","Székely","ETH Zürich","ETH","Zurich","VR-Mandat","Virtamed AG","Pharma & health"
"Thomas","Szucs","Uni Zürich","UZH","Zurich","Mitglied des Aufsichtsrats","Biovertis AG, Wien","Pharma & health"
"Thomas","Szucs","Uni Zürich","UZH","Zurich","Mitglied des Spitalrats","Kantonsspital Uri","Pharma & health"
"Thomas","Szucs","Uni Zürich","UZH","Zurich","Präsident des Verwaltungsrates","Helsana AG, Dübendorf","Pharma & health"
"Denis","Tappy","Uni Lausanne","ULA","Lausanne","Juge suppléant","Tribunal cantonal vaudois","Politics, administration, justice system & security sector"
"Martin G.","Täuber","Uni Bern","UBE","Bern","NA","Fondation pour la recherche dans le cadre de l'Etude Suisse de Cohorte VIH","Education & research"
"Martin G.","Täuber","Uni Bern","UBE","Bern","NA","Forschungsstiftung Genaxen","Education & research"
"Martin G.","Täuber","Uni Bern","UBE","Bern","NA","Hans-Sigrist-Stiftung","Education & research"
"Martin G.","Täuber","Uni Bern","UBE","Bern","NA","Schweizerische Akademie der Medizinischen Wissenschaften (SAMW)","Pharma & health"
"Martin G.","Täuber","Uni Bern","UBE","Bern","NA","Spital-Management Bern AG","Pharma & health"
"Martin G.","Täuber","Uni Bern","UBE","Bern","NA","Stiftung Swiss School of Public Health plus (SSPH)","Education & research"
"Martin G.","Täuber","Uni Bern","UBE","Bern","NA","Stiftung Universität und Gesellschaft","Education & research"
"Martin G.","Täuber","Uni Bern","UBE","Bern","NA","SWAN Hadron AG","Pharma & health"
"Martin G.","Täuber","Uni Bern","UBE","Bern","NA","SWAN Isotopen AG","Technology"
"Martin G.","Täuber","Uni Bern","UBE","Bern","NA","SWANtec Holding AG","Financial industry & insurances"
"Martin G.","Täuber","Uni Bern","UBE","Bern","NA","Übergangsrat der UPD","Pharma & health"
"Stephanie","Teufel","Uni Freiburg","UFR","Fribourg","Aufsichtsrat","Exelsis Business Technology AG","Technology"
"Philippe","Thalmann","ETH Lausanne","EPF","Lausanne","Comité de direction du PNR 66 Ressource bois","Schweizerischer Nationalfonds","Education & research"
"Philippe","Thalmann","ETH Lausanne","EPF","Lausanne","Cours (26.03.14) La réforme fiscale écologique dans le cadre d'une formation continue","IDHEAP, Université de Lausanne","Education & research"
"Philippe","Thalmann","ETH Lausanne","EPF","Lausanne","Expert externe, Réseau de compétence Economie et Management","Mission HES-SO, Delémont","Education & research"
"Philippe","Thalmann","ETH Lausanne","EPF","Lausanne","Journée d'économie politique d'iconomix 2014. 1 cours (21.11.14)","HEP Lausanne","Education & research"
"Philippe","Thalmann","ETH Lausanne","EPF","Lausanne","Mandat privé pour l'évaluation de la durabilité de projets - Aspects économiques","ARE, Office fédéral du développement territorial, Berne","Energy, environment & mobility"
"Philippe","Thalmann","ETH Lausanne","EPF","Lausanne","Membre de la commission de caisse de Publica","Publica, Berne","Financial industry & insurances"
"Philippe","Thalmann","ETH Lausanne","EPF","Lausanne","Membre de la commission fédérale consultative pour la recherche environnementale","Off. féd. de l'Environnement, Berne-Ittigen","Politics, administration, justice system & security sector"
"Philippe","Thalmann","ETH Lausanne","EPF","Lausanne","Membre du conseil de fondation","IDHEAP, Chavannes-près-Renens","Education & research"
"Philippe","Thalmann","ETH Lausanne","EPF","Lausanne","Membre du conseil scientifique","Swisscleantech Association, Bern","Commerce, trade & services"
"Philippe","Thalmann","ETH Lausanne","EPF","Lausanne","Membre du groupe de travail Forum for climate and global change ProClim","Swiss Academy of Sciences, Bern","Education & research"
"Philippe","Thalmann","ETH Lausanne","EPF","Lausanne","Panel d'évaluation des pôles de compétence suisses en recherche énergétique","Kommission für Technologie und Innovation","Politics, administration, justice system & security sector"
"Philippe","Thalmann","ETH Lausanne","EPF","Lausanne","Partenariat pour organiser une journée de séminaire/année","SVIT Swiss Real Estate School SA, Lausanne","Education & research"
"Philippe","Thalmann","ETH Lausanne","EPF","Lausanne","Président le la Commission fédérale de logement","Office fédéral du logement, Granges","Politics, administration, justice system & security sector"
"Patrick","Thiran","ETH Lausanne","EPF","Lausanne","Expertise pour projet panel VR NT-14","Swedish Research Council, Suède","Education & research"
"Patrick","Thiran","ETH Lausanne","EPF","Lausanne","Membre du comité scientifique du LINCS","Institut Mines-Télécom, France","Education & research"
"Jean-Philippe","Thiran","Uni Lausanne","ULA","Lausanne","Consultant (7 jours)","Airbus EADS, France","Energy, environment & mobility"
"Jean-Philippe","Thiran","Uni Lausanne","ULA","Lausanne","Professeur associé ad personam","Université de Lausanne, faculté de médecine","Education & research"
"Bernard","Thorens","Uni Lausanne","ULA","Lausanne","NA","Activités académiques","Education & research"
"Christina","Thurner","Uni Bern","UBE","Bern","NA","Schweizer Tanzarchiv","Society, Social, Culture & Sports"
"Daniela","Thurnherr Keller","Uni Basel","UBA","Basel","Ersatzrichterin","Appellationsgericht des Kantons Basel-Stadt","Politics, administration, justice system & security sector"
"Daniela","Thurnherr Keller","Uni Basel","UBA","Basel","Mitglied des Verwaltungsrates","BVB, Basler Verkehrsbetriebe Basel","Energy, environment & mobility"
"Laurent","Tissot","Uni Neuenburg","UNE","Neuchâtel","Membre du Bureau exécutif","Commission internationale pour la philosophie et les sciences humaines (CIPSH)","Education & research"
"Laurent","Tissot","Uni Neuenburg","UNE","Neuchâtel","Membre du conseil","Fondation pour l'histoire de la poste","Society, Social, Culture & Sports"
"Laurent","Tissot","Uni Neuenburg","UNE","Neuchâtel","Membre du conseil scientifique","Association pour l'histoire des chemins de fer en France","Society, Social, Culture & Sports"
"Laurent","Tissot","Uni Neuenburg","UNE","Neuchâtel","Membre du conseil scientifique","Maison des sciences de l'homme de l'Université de Tours","Education & research"
