,Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents Advice,Internet usage,Finances,Age,Siblings,Gender,Village - town,Age Category,Interested in Math,Interested in Pets
586,5.0,5.0,5.0,4.0,1.0,4.0,3.0,,Sometimes,few hours a day,2.0,21.0,2.0,male,village,21+,False,Yes
587,5.0,2.0,4.0,4.0,1.0,5.0,3.0,4.0,Rarely,few hours a day,2.0,17.0,3.0,female,city,Less than 21,False,Yes
588,5.0,1.0,5.0,3.0,1.0,3.0,5.0,2.0,Sometimes,less than an hour a day,2.0,21.0,1.0,female,city,21+,False,Yes
589,5.0,2.0,5.0,5.0,1.0,4.0,5.0,3.0,Often,few hours a day,1.0,17.0,1.0,female,village,Less than 21,True,Yes
590,5.0,1.0,5.0,4.0,5.0,4.0,1.0,3.0,Often,few hours a day,2.0,28.0,1.0,male,city,21+,True,Yes
591,4.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,Sometimes,few hours a day,4.0,20.0,1.0,female,city,Less than 21,True,Yes
592,5.0,4.0,4.0,3.0,1.0,5.0,1.0,3.0,Often,few hours a day,3.0,19.0,0.0,female,city,Less than 21,False,Yes
593,5.0,1.0,4.0,2.0,1.0,5.0,2.0,2.0,Sometimes,less than an hour a day,4.0,21.0,1.0,female,city,21+,False,Yes
594,5.0,1.0,4.0,5.0,2.0,1.0,1.0,5.0,Never,few hours a day,2.0,23.0,1.0,male,city,21+,False,No
595,5.0,1.0,5.0,4.0,1.0,5.0,1.0,5.0,Rarely,most of the day,1.0,17.0,1.0,male,village,Less than 21,False,Yes
596,5.0,5.0,3.0,2.0,1.0,4.0,1.0,5.0,Sometimes,few hours a day,4.0,20.0,0.0,male,city,Less than 21,False,Yes
597,5.0,3.0,5.0,2.0,2.0,2.0,1.0,2.0,Often,less than an hour a day,3.0,19.0,1.0,male,city,Less than 21,False,No
598,4.0,3.0,5.0,3.0,2.0,5.0,4.0,4.0,Sometimes,few hours a day,5.0,19.0,1.0,male,city,Less than 21,False,Yes
599,5.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,Often,few hours a day,2.0,19.0,1.0,male,city,Less than 21,False,No
600,5.0,4.0,5.0,2.0,1.0,5.0,5.0,4.0,Sometimes,most of the day,3.0,18.0,0.0,female,city,Less than 21,False,Yes
601,5.0,1.0,5.0,3.0,2.0,5.0,3.0,3.0,Sometimes,few hours a day,3.0,19.0,1.0,female,village,Less than 21,False,Yes
602,4.0,3.0,5.0,4.0,2.0,3.0,3.0,2.0,Sometimes,few hours a day,5.0,22.0,1.0,male,village,21+,False,Yes
603,5.0,4.0,,3.0,2.0,3.0,3.0,3.0,Often,few hours a day,3.0,21.0,1.0,female,city,21+,False,Yes
604,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,Sometimes,few hours a day,3.0,21.0,1.0,female,city,21+,True,Yes
605,5.0,1.0,5.0,3.0,2.0,5.0,5.0,1.0,Often,less than an hour a day,3.0,21.0,1.0,male,village,21+,False,Yes
606,4.0,1.0,5.0,2.0,2.0,4.0,1.0,4.0,Often,few hours a day,4.0,22.0,1.0,male,village,21+,False,Yes
607,3.0,1.0,4.0,4.0,1.0,5.0,2.0,2.0,Always,less than an hour a day,3.0,19.0,1.0,female,city,Less than 21,False,Yes
608,3.0,1.0,5.0,5.0,5.0,4.0,2.0,1.0,Rarely,few hours a day,3.0,25.0,1.0,male,city,21+,False,Yes
609,4.0,4.0,3.0,5.0,5.0,3.0,1.0,3.0,Often,few hours a day,4.0,18.0,2.0,male,city,Less than 21,False,Yes
610,5.0,3.0,4.0,2.0,2.0,1.0,5.0,3.0,Rarely,few hours a day,3.0,20.0,1.0,male,city,Less than 21,False,No
611,5.0,3.0,5.0,3.0,3.0,5.0,4.0,3.0,Sometimes,most of the day,2.0,18.0,0.0,female,city,Less than 21,False,Yes
612,5.0,5.0,3.0,4.0,3.0,2.0,3.0,1.0,Often,most of the day,3.0,23.0,2.0,male,village,21+,False,No
613,5.0,3.0,5.0,4.0,1.0,5.0,5.0,4.0,Often,most of the day,2.0,18.0,1.0,female,city,Less than 21,False,Yes
614,5.0,5.0,5.0,3.0,1.0,5.0,1.0,3.0,Rarely,few hours a day,5.0,22.0,1.0,female,village,21+,False,Yes
615,5.0,3.0,5.0,2.0,2.0,2.0,1.0,3.0,Often,few hours a day,1.0,20.0,0.0,male,city,Less than 21,False,No
616,3.0,4.0,5.0,4.0,3.0,4.0,1.0,1.0,Never,few hours a day,3.0,19.0,1.0,male,city,Less than 21,False,Yes
617,5.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,Always,most of the day,3.0,19.0,1.0,female,city,Less than 21,True,No
618,5.0,1.0,5.0,5.0,1.0,1.0,3.0,5.0,Often,most of the day,3.0,23.0,0.0,female,city,21+,True,No
619,5.0,2.0,5.0,3.0,5.0,1.0,3.0,2.0,Sometimes,few hours a day,2.0,27.0,4.0,male,city,21+,True,No
620,5.0,2.0,5.0,4.0,1.0,2.0,3.0,4.0,Rarely,most of the day,1.0,20.0,2.0,male,city,Less than 21,False,No
621,4.0,5.0,5.0,1.0,1.0,3.0,5.0,5.0,Often,most of the day,3.0,20.0,3.0,,city,Less than 21,False,Yes
622,5.0,4.0,5.0,2.0,1.0,5.0,2.0,2.0,Often,few hours a day,3.0,18.0,1.0,female,city,Less than 21,False,Yes
623,5.0,1.0,5.0,5.0,1.0,3.0,1.0,4.0,Sometimes,few hours a day,1.0,21.0,3.0,male,city,21+,False,Yes
624,5.0,1.0,5.0,3.0,1.0,2.0,5.0,2.0,Rarely,few hours a day,1.0,21.0,1.0,female,city,21+,False,No
625,5.0,2.0,5.0,2.0,3.0,5.0,5.0,1.0,Sometimes,few hours a day,4.0,19.0,1.0,female,city,Less than 21,False,Yes
626,5.0,4.0,5.0,2.0,2.0,4.0,2.0,3.0,Sometimes,less than an hour a day,4.0,22.0,0.0,female,village,21+,False,Yes
627,5.0,2.0,5.0,3.0,3.0,1.0,3.0,3.0,Sometimes,less than an hour a day,5.0,20.0,1.0,female,city,Less than 21,False,No
628,4.0,2.0,5.0,2.0,4.0,4.0,1.0,4.0,Often,few hours a day,3.0,19.0,0.0,male,city,Less than 21,False,Yes
629,5.0,3.0,5.0,2.0,1.0,5.0,3.0,3.0,Often,few hours a day,1.0,20.0,0.0,female,city,Less than 21,False,Yes
630,5.0,5.0,4.0,3.0,3.0,1.0,5.0,3.0,Sometimes,few hours a day,3.0,19.0,1.0,female,city,Less than 21,False,No
631,5.0,3.0,5.0,3.0,4.0,5.0,4.0,2.0,Sometimes,few hours a day,2.0,18.0,1.0,female,village,Less than 21,False,Yes
632,5.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,Often,few hours a day,2.0,17.0,1.0,male,village,Less than 21,True,Yes
633,5.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,Sometimes,less than an hour a day,2.0,21.0,2.0,male,city,21+,False,Yes
634,5.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,Often,few hours a day,3.0,19.0,1.0,female,village,Less than 21,False,No
635,4.0,1.0,4.0,4.0,1.0,2.0,3.0,3.0,Often,less than an hour a day,3.0,25.0,1.0,female,city,21+,False,No
636,5.0,3.0,5.0,5.0,1.0,4.0,3.0,1.0,Often,few hours a day,1.0,24.0,2.0,male,village,21+,False,Yes
637,5.0,2.0,,4.0,5.0,5.0,1.0,2.0,Sometimes,less than an hour a day,2.0,29.0,1.0,male,village,21+,False,Yes
638,5.0,1.0,4.0,4.0,1.0,5.0,3.0,3.0,Sometimes,few hours a day,2.0,21.0,1.0,female,city,21+,False,Yes
639,5.0,1.0,5.0,2.0,3.0,1.0,3.0,5.0,Sometimes,few hours a day,3.0,18.0,1.0,male,city,Less than 21,False,No
640,5.0,1.0,5.0,4.0,3.0,4.0,5.0,3.0,Always,few hours a day,2.0,21.0,3.0,female,city,21+,False,Yes
641,5.0,3.0,5.0,2.0,2.0,3.0,2.0,4.0,Sometimes,most of the day,4.0,17.0,2.0,male,city,Less than 21,False,Yes
642,4.0,3.0,4.0,3.0,4.0,5.0,1.0,5.0,Often,most of the day,4.0,22.0,0.0,male,city,21+,False,Yes
643,5.0,2.0,5.0,4.0,2.0,5.0,2.0,2.0,Often,few hours a day,4.0,18.0,2.0,female,village,Less than 21,False,Yes
644,4.0,1.0,5.0,3.0,4.0,5.0,4.0,2.0,Always,few hours a day,4.0,18.0,3.0,female,village,Less than 21,False,Yes
645,5.0,5.0,4.0,5.0,3.0,5.0,1.0,3.0,Often,few hours a day,4.0,23.0,1.0,male,village,21+,True,Yes
646,4.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,Sometimes,few hours a day,3.0,22.0,1.0,male,city,21+,True,No
647,5.0,1.0,5.0,5.0,1.0,5.0,3.0,3.0,Sometimes,most of the day,3.0,21.0,0.0,female,village,21+,True,Yes
648,5.0,2.0,5.0,2.0,2.0,2.0,4.0,2.0,Sometimes,few hours a day,3.0,23.0,3.0,female,city,21+,False,No
649,5.0,2.0,5.0,3.0,1.0,5.0,5.0,4.0,Sometimes,few hours a day,2.0,17.0,1.0,female,city,Less than 21,False,Yes
650,5.0,3.0,5.0,3.0,4.0,5.0,2.0,4.0,Rarely,few hours a day,3.0,20.0,1.0,male,city,Less than 21,False,Yes
651,5.0,4.0,5.0,5.0,1.0,2.0,1.0,2.0,Sometimes,few hours a day,5.0,22.0,1.0,male,city,21+,False,No
652,4.0,1.0,5.0,3.0,4.0,1.0,4.0,5.0,Often,few hours a day,4.0,21.0,0.0,male,city,21+,False,No
653,5.0,1.0,5.0,3.0,1.0,5.0,2.0,3.0,Often,few hours a day,5.0,22.0,0.0,female,village,21+,False,Yes
654,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,Sometimes,few hours a day,4.0,24.0,2.0,male,village,21+,False,Yes
655,5.0,4.0,5.0,1.0,3.0,1.0,4.0,4.0,Often,few hours a day,3.0,19.0,1.0,female,village,Less than 21,False,No
656,5.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,,few hours a day,3.0,18.0,1.0,female,city,Less than 21,False,Yes
657,5.0,1.0,5.0,1.0,1.0,3.0,4.0,3.0,Sometimes,most of the day,3.0,24.0,1.0,female,city,21+,False,Yes
658,5.0,4.0,5.0,1.0,5.0,4.0,1.0,1.0,Sometimes,few hours a day,4.0,22.0,3.0,male,city,21+,False,Yes
659,5.0,1.0,2.0,2.0,3.0,2.0,1.0,5.0,Sometimes,few hours a day,4.0,20.0,1.0,male,village,Less than 21,False,No
660,5.0,1.0,5.0,5.0,2.0,1.0,2.0,5.0,Often,less than an hour a day,5.0,20.0,1.0,female,city,Less than 21,True,No
661,5.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,Sometimes,few hours a day,2.0,19.0,1.0,female,city,Less than 21,False,Yes
662,5.0,2.0,4.0,3.0,4.0,5.0,4.0,2.0,Rarely,few hours a day,4.0,21.0,1.0,female,city,21+,False,Yes
663,5.0,2.0,4.0,4.0,3.0,1.0,2.0,3.0,Sometimes,no time at all,3.0,25.0,1.0,male,city,21+,False,No
664,5.0,1.0,5.0,3.0,1.0,2.0,2.0,2.0,Often,few hours a day,4.0,28.0,1.0,female,village,21+,False,No
665,5.0,4.0,5.0,4.0,1.0,5.0,3.0,3.0,Sometimes,few hours a day,3.0,20.0,1.0,female,city,Less than 21,False,Yes
666,5.0,1.0,4.0,3.0,1.0,5.0,2.0,5.0,Sometimes,few hours a day,2.0,20.0,2.0,female,city,Less than 21,False,Yes
667,5.0,1.0,3.0,5.0,2.0,4.0,2.0,2.0,Sometimes,few hours a day,4.0,23.0,1.0,male,city,21+,False,Yes
668,5.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,Rarely,few hours a day,3.0,27.0,1.0,male,city,21+,False,No
669,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,Sometimes,few hours a day,4.0,21.0,1.0,male,village,21+,False,Yes
670,5.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,Sometimes,few hours a day,3.0,23.0,1.0,female,city,21+,False,Yes
671,5.0,4.0,4.0,3.0,3.0,5.0,2.0,3.0,Often,few hours a day,3.0,22.0,2.0,female,city,21+,False,Yes
672,3.0,1.0,4.0,3.0,1.0,5.0,5.0,3.0,Sometimes,few hours a day,4.0,28.0,1.0,female,city,21+,False,Yes
673,4.0,1.0,4.0,3.0,1.0,5.0,4.0,4.0,Sometimes,less than an hour a day,4.0,22.0,2.0,female,city,21+,True,Yes
674,5.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,Often,less than an hour a day,3.0,18.0,1.0,male,city,Less than 21,True,Yes
675,5.0,3.0,5.0,3.0,2.0,2.0,4.0,3.0,Often,most of the day,3.0,25.0,1.0,female,city,21+,True,No
676,5.0,2.0,5.0,3.0,1.0,3.0,3.0,2.0,Sometimes,few hours a day,3.0,20.0,2.0,female,city,Less than 21,False,Yes
677,4.0,1.0,5.0,5.0,4.0,5.0,1.0,1.0,Sometimes,few hours a day,2.0,28.0,1.0,female,city,21+,False,Yes
678,5.0,1.0,3.0,5.0,2.0,5.0,3.0,4.0,Often,few hours a day,3.0,23.0,1.0,female,city,21+,False,Yes
679,5.0,3.0,5.0,3.0,1.0,5.0,1.0,3.0,Often,few hours a day,4.0,21.0,0.0,female,city,21+,False,Yes
680,5.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,Sometimes,few hours a day,3.0,25.0,1.0,female,city,21+,False,Yes
681,5.0,4.0,4.0,3.0,2.0,3.0,5.0,3.0,Sometimes,few hours a day,3.0,28.0,1.0,female,city,21+,False,Yes
682,4.0,5.0,5.0,3.0,4.0,5.0,2.0,3.0,Sometimes,few hours a day,1.0,19.0,4.0,male,village,Less than 21,False,Yes
683,5.0,1.0,5.0,4.0,1.0,5.0,,3.0,Often,less than an hour a day,3.0,30.0,1.0,female,village,21+,False,Yes
684,5.0,1.0,5.0,2.0,3.0,3.0,3.0,2.0,Sometimes,few hours a day,2.0,28.0,1.0,female,village,21+,False,Yes
685,5.0,3.0,5.0,3.0,2.0,5.0,4.0,4.0,Often,few hours a day,3.0,19.0,0.0,female,village,Less than 21,False,Yes
686,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Sometimes,less than an hour a day,3.0,21.0,1.0,male,city,21+,False,Yes
687,5.0,1.0,5.0,3.0,1.0,2.0,5.0,3.0,Always,few hours a day,3.0,19.0,1.0,male,city,Less than 21,False,No
688,5.0,1.0,5.0,3.0,3.0,1.0,5.0,4.0,Often,few hours a day,4.0,18.0,2.0,female,city,Less than 21,True,No
689,5.0,3.0,5.0,5.0,3.0,5.0,1.0,3.0,Sometimes,few hours a day,4.0,18.0,1.0,male,city,Less than 21,False,Yes
690,5.0,3.0,5.0,4.0,3.0,2.0,4.0,3.0,Sometimes,few hours a day,3.0,18.0,1.0,male,city,Less than 21,False,No
691,5.0,2.0,5.0,3.0,1.0,3.0,5.0,4.0,Sometimes,less than an hour a day,2.0,17.0,0.0,female,city,Less than 21,False,Yes
692,5.0,2.0,5.0,5.0,3.0,3.0,1.0,1.0,Sometimes,few hours a day,3.0,21.0,1.0,male,city,21+,False,Yes
693,5.0,4.0,4.0,2.0,1.0,3.0,2.0,5.0,Sometimes,few hours a day,3.0,18.0,1.0,female,village,Less than 21,False,Yes
694,5.0,4.0,5.0,5.0,5.0,1.0,3.0,5.0,Sometimes,few hours a day,3.0,21.0,4.0,male,city,21+,False,No
695,5.0,3.0,4.0,4.0,2.0,5.0,5.0,3.0,Sometimes,few hours a day,3.0,23.0,0.0,female,city,21+,False,Yes
696,5.0,3.0,5.0,3.0,2.0,3.0,1.0,4.0,Sometimes,less than an hour a day,3.0,18.0,1.0,female,city,Less than 21,False,Yes
697,5.0,1.0,5.0,2.0,4.0,1.0,5.0,4.0,Sometimes,most of the day,2.0,20.0,1.0,female,city,Less than 21,False,No
698,5.0,2.0,5.0,3.0,1.0,2.0,2.0,5.0,Always,most of the day,1.0,19.0,0.0,female,city,Less than 21,False,No
699,5.0,2.0,5.0,2.0,1.0,1.0,2.0,3.0,Sometimes,few hours a day,2.0,20.0,1.0,female,city,Less than 21,False,No
700,5.0,1.0,5.0,3.0,1.0,5.0,2.0,2.0,Sometimes,few hours a day,4.0,26.0,3.0,female,village,21+,False,Yes
701,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,Often,few hours a day,4.0,21.0,1.0,female,city,21+,True,Yes
702,5.0,1.0,4.0,5.0,5.0,2.0,4.0,5.0,Sometimes,most of the day,3.0,19.0,2.0,male,city,Less than 21,True,No
703,4.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,Sometimes,few hours a day,1.0,23.0,1.0,male,city,21+,True,Yes
704,5.0,2.0,5.0,2.0,1.0,4.0,5.0,3.0,Sometimes,less than an hour a day,3.0,21.0,2.0,female,village,21+,False,Yes
705,5.0,3.0,5.0,4.0,4.0,5.0,1.0,1.0,Often,few hours a day,3.0,22.0,1.0,female,village,21+,False,Yes
706,5.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,Sometimes,few hours a day,1.0,18.0,2.0,male,city,Less than 21,False,No
707,5.0,2.0,3.0,2.0,3.0,2.0,1.0,5.0,Often,few hours a day,4.0,21.0,1.0,female,village,21+,False,No
708,5.0,4.0,5.0,2.0,3.0,5.0,1.0,3.0,Rarely,few hours a day,3.0,23.0,1.0,male,city,21+,False,Yes
709,5.0,2.0,5.0,2.0,1.0,3.0,1.0,3.0,Sometimes,less than an hour a day,2.0,17.0,0.0,female,city,Less than 21,False,Yes
710,4.0,1.0,5.0,3.0,5.0,2.0,2.0,1.0,Often,few hours a day,4.0,20.0,1.0,female,city,Less than 21,False,No
711,4.0,1.0,3.0,3.0,1.0,5.0,2.0,4.0,Sometimes,few hours a day,4.0,22.0,1.0,female,village,21+,False,Yes
712,5.0,1.0,5.0,1.0,1.0,3.0,5.0,1.0,Often,few hours a day,3.0,20.0,1.0,female,village,Less than 21,False,Yes
713,5.0,2.0,3.0,5.0,1.0,3.0,5.0,3.0,Sometimes,most of the day,1.0,19.0,2.0,female,village,Less than 21,False,Yes
714,5.0,3.0,5.0,3.0,3.0,5.0,4.0,2.0,Often,less than an hour a day,5.0,25.0,0.0,female,village,21+,False,Yes
715,4.0,1.0,5.0,4.0,2.0,5.0,2.0,2.0,Sometimes,few hours a day,3.0,29.0,1.0,male,village,21+,False,Yes
716,5.0,3.0,4.0,5.0,5.0,2.0,3.0,3.0,Often,less than an hour a day,5.0,29.0,2.0,male,village,21+,True,No
717,5.0,1.0,5.0,3.0,3.0,5.0,3.0,3.0,Sometimes,few hours a day,3.0,17.0,1.0,female,city,Less than 21,False,Yes
718,5.0,,5.0,3.0,1.0,4.0,5.0,4.0,Sometimes,less than an hour a day,3.0,17.0,1.0,female,city,Less than 21,False,Yes
719,4.0,3.0,5.0,3.0,4.0,3.0,2.0,1.0,Sometimes,few hours a day,2.0,19.0,2.0,male,city,Less than 21,False,Yes
720,4.0,2.0,5.0,5.0,2.0,1.0,1.0,3.0,Often,few hours a day,4.0,18.0,2.0,female,city,Less than 21,False,No
721,5.0,1.0,4.0,1.0,3.0,1.0,3.0,3.0,Always,less than an hour a day,4.0,20.0,3.0,female,city,Less than 21,False,No
722,5.0,2.0,5.0,3.0,2.0,1.0,2.0,3.0,Often,few hours a day,3.0,21.0,0.0,female,city,21+,False,No
723,5.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,Often,few hours a day,,18.0,1.0,female,city,Less than 21,False,No
724,4.0,2.0,5.0,2.0,2.0,2.0,5.0,3.0,Sometimes,few hours a day,3.0,19.0,1.0,female,city,Less than 21,False,No
725,5.0,3.0,5.0,5.0,1.0,3.0,1.0,2.0,Sometimes,few hours a day,1.0,19.0,0.0,male,village,Less than 21,False,Yes
726,5.0,4.0,5.0,2.0,1.0,5.0,3.0,5.0,Sometimes,less than an hour a day,2.0,20.0,2.0,male,city,Less than 21,False,Yes
727,5.0,5.0,3.0,1.0,3.0,1.0,3.0,1.0,Sometimes,less than an hour a day,3.0,19.0,1.0,male,village,Less than 21,False,No
728,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,Sometimes,few hours a day,1.0,18.0,1.0,female,village,Less than 21,False,Yes
729,5.0,3.0,,4.0,4.0,5.0,2.0,3.0,Often,few hours a day,3.0,18.0,1.0,male,city,Less than 21,True,Yes
730,5.0,1.0,5.0,5.0,1.0,5.0,2.0,3.0,Rarely,few hours a day,,16.0,1.0,female,village,Less than 21,True,Yes
731,5.0,2.0,5.0,4.0,4.0,1.0,1.0,4.0,Often,few hours a day,4.0,18.0,1.0,female,city,Less than 21,True,No
732,5.0,2.0,4.0,5.0,3.0,1.0,2.0,2.0,Sometimes,few hours a day,3.0,19.0,0.0,female,village,Less than 21,False,No
733,4.0,1.0,5.0,5.0,5.0,5.0,2.0,3.0,Sometimes,most of the day,3.0,24.0,2.0,female,village,21+,False,Yes
734,5.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,Always,less than an hour a day,5.0,19.0,3.0,female,city,Less than 21,False,No
735,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,Always,no time at all,5.0,,1.0,female,village,21+,False,Yes
736,4.0,2.0,5.0,5.0,2.0,4.0,3.0,3.0,Sometimes,few hours a day,2.0,20.0,1.0,female,city,Less than 21,False,Yes
737,5.0,3.0,5.0,4.0,1.0,5.0,3.0,4.0,Sometimes,most of the day,3.0,21.0,0.0,female,city,21+,False,Yes
738,5.0,,5.0,1.0,4.0,4.0,1.0,2.0,Sometimes,few hours a day,2.0,23.0,2.0,male,city,21+,False,Yes
739,5.0,3.0,5.0,5.0,5.0,4.0,2.0,1.0,Sometimes,few hours a day,4.0,23.0,0.0,male,city,21+,False,Yes
740,4.0,2.0,5.0,4.0,3.0,4.0,3.0,2.0,Often,less than an hour a day,3.0,17.0,1.0,male,city,Less than 21,False,Yes
741,5.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,Always,few hours a day,3.0,18.0,3.0,female,city,Less than 21,False,No
742,5.0,5.0,5.0,3.0,4.0,1.0,2.0,1.0,Never,few hours a day,1.0,26.0,5.0,male,village,21+,False,No
743,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,Often,few hours a day,1.0,22.0,0.0,male,city,21+,False,No
744,5.0,,5.0,3.0,1.0,3.0,1.0,4.0,Rarely,less than an hour a day,2.0,22.0,2.0,male,city,21+,True,Yes
745,5.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,Sometimes,most of the day,3.0,25.0,2.0,male,village,21+,False,Yes
746,5.0,2.0,5.0,1.0,5.0,4.0,5.0,3.0,Often,few hours a day,3.0,21.0,1.0,female,city,21+,False,Yes
747,5.0,3.0,5.0,5.0,1.0,1.0,1.0,2.0,Often,few hours a day,4.0,18.0,2.0,female,city,Less than 21,False,No
748,5.0,3.0,5.0,3.0,2.0,5.0,5.0,3.0,Sometimes,less than an hour a day,3.0,15.0,2.0,female,city,Less than 21,False,Yes
749,5.0,1.0,5.0,4.0,1.0,4.0,3.0,3.0,Sometimes,few hours a day,3.0,17.0,0.0,male,city,Less than 21,False,Yes
750,5.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,Sometimes,less than an hour a day,4.0,22.0,6.0,female,city,21+,False,No
751,5.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,Often,few hours a day,4.0,21.0,1.0,female,city,21+,False,No
752,5.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,Often,few hours a day,1.0,21.0,3.0,female,village,21+,False,No
753,5.0,1.0,5.0,4.0,1.0,5.0,2.0,2.0,Sometimes,few hours a day,2.0,19.0,3.0,female,village,Less than 21,False,Yes
754,4.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,Never,few hours a day,1.0,26.0,1.0,male,city,21+,False,No
755,5.0,1.0,5.0,3.0,4.0,5.0,1.0,3.0,Sometimes,few hours a day,3.0,26.0,1.0,female,city,21+,False,Yes
756,5.0,4.0,5.0,5.0,3.0,5.0,1.0,2.0,Often,few hours a day,4.0,25.0,2.0,male,city,21+,False,Yes
757,5.0,5.0,5.0,2.0,1.0,4.0,2.0,3.0,Sometimes,few hours a day,4.0,19.0,3.0,female,village,Less than 21,True,Yes
758,5.0,5.0,5.0,2.0,3.0,4.0,2.0,3.0,Sometimes,few hours a day,3.0,20.0,1.0,male,village,Less than 21,True,Yes
759,5.0,2.0,5.0,5.0,4.0,5.0,2.0,4.0,Often,few hours a day,4.0,18.0,0.0,male,village,Less than 21,True,Yes
760,5.0,3.0,5.0,4.0,3.0,1.0,3.0,2.0,Sometimes,few hours a day,4.0,25.0,1.0,female,city,21+,False,No
761,5.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,Rarely,few hours a day,1.0,23.0,1.0,male,city,21+,False,No
762,5.0,3.0,5.0,5.0,3.0,5.0,1.0,1.0,Often,less than an hour a day,2.0,24.0,1.0,male,city,21+,False,Yes
763,5.0,3.0,5.0,5.0,1.0,5.0,3.0,3.0,Often,few hours a day,3.0,20.0,3.0,male,village,Less than 21,False,Yes
764,5.0,1.0,5.0,3.0,2.0,2.0,5.0,2.0,Often,less than an hour a day,4.0,19.0,2.0,female,village,Less than 21,False,No
765,5.0,2.0,5.0,2.0,3.0,3.0,1.0,4.0,Sometimes,few hours a day,4.0,18.0,1.0,male,village,Less than 21,False,Yes
766,5.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,Always,most of the day,4.0,25.0,2.0,female,city,21+,False,Yes
767,1.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,Sometimes,few hours a day,3.0,22.0,2.0,male,city,21+,False,Yes
768,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,Rarely,few hours a day,2.0,26.0,1.0,male,city,21+,False,Yes
769,3.0,3.0,5.0,4.0,4.0,4.0,2.0,3.0,Sometimes,less than an hour a day,4.0,19.0,0.0,female,city,Less than 21,False,Yes
770,1.0,1.0,4.0,1.0,2.0,2.0,5.0,1.0,Rarely,less than an hour a day,3.0,16.0,2.0,female,city,Less than 21,False,No
771,5.0,1.0,5.0,3.0,3.0,1.0,1.0,3.0,Sometimes,few hours a day,4.0,18.0,0.0,male,city,Less than 21,False,No
772,5.0,1.0,5.0,3.0,1.0,4.0,4.0,2.0,Sometimes,few hours a day,3.0,20.0,1.0,female,city,Less than 21,True,Yes
773,5.0,2.0,5.0,3.0,3.0,4.0,5.0,4.0,Sometimes,less than an hour a day,3.0,17.0,0.0,female,city,Less than 21,False,Yes
774,3.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,Often,most of the day,2.0,20.0,0.0,female,city,Less than 21,False,No
775,5.0,5.0,5.0,3.0,2.0,5.0,3.0,5.0,Always,few hours a day,1.0,19.0,3.0,female,city,Less than 21,False,Yes
776,5.0,5.0,5.0,5.0,1.0,3.0,1.0,5.0,Always,few hours a day,4.0,25.0,1.0,male,village,21+,False,Yes
777,5.0,3.0,5.0,2.0,1.0,1.0,1.0,5.0,Sometimes,few hours a day,3.0,19.0,1.0,male,city,Less than 21,False,No
778,5.0,1.0,5.0,2.0,2.0,5.0,5.0,2.0,Sometimes,few hours a day,2.0,18.0,0.0,female,city,Less than 21,False,Yes
779,5.0,3.0,5.0,5.0,2.0,5.0,5.0,1.0,Sometimes,less than an hour a day,2.0,17.0,0.0,female,village,Less than 21,False,Yes
780,5.0,4.0,5.0,5.0,4.0,5.0,1.0,3.0,Sometimes,few hours a day,3.0,18.0,1.0,male,city,Less than 21,False,Yes
781,4.0,2.0,4.0,5.0,1.0,5.0,1.0,3.0,Sometimes,less than an hour a day,2.0,20.0,1.0,female,city,Less than 21,False,Yes
